Player,standard | Nation,standard | Pos,standard | Squad,standard | Age,standard | Born,standard_Playing Time | MP,standard_Playing Time | Starts,standard_Playing Time | Min,standard_Performance | Gls,standard_Performance | Ast,standard_Performance | CrdY,standard_Performance | CrdR,standard_Expected | xG,standard_Expected | xAG,standard_Progression | PrgC,standard_Progression | PrgP,standard_Progression | PrgR,standard_Per 90 Minutes | Gls,standard_Per 90 Minutes | Ast,standard_Per 90 Minutes | xG,standard_Per 90 Minutes | xAG,keepers_Performance | GA90,keepers_Performance | Save%,keepers_Performance | CS%,keepers_Penalty Kicks | Save%,shooting_Standard | SoT%,shooting_Standard | SoT/90,shooting_Standard | G/Sh,shooting_Standard | Dist,passing_Total | Cmp,passing_Total | Cmp%,passing_Total | TotDist,passing_Short | Cmp%,passing_Medium | Cmp%,passing_Long | Cmp%,passing | KP,passing | 1/3,passing | PPA,passing | CrsPA,passing | PrgP,gca_SCA | SCA,gca_SCA | SCA90,gca_GCA | GCA,gca_GCA | GCA90,defense_Tackles | Tkl,defense_Tackles | TklW,defense_Challenges | Att,defense_Challenges | Lost,defense_Blocks | Blocks,defense_Blocks | Sh,defense_Blocks | Pass,defense | Int,possession_Touches | Touches,possession_Touches | Def Pen,possession_Touches | Def 3rd,possession_Touches | Mid 3rd,possession_Touches | Att 3rd,possession_Touches | Att Pen,possession_Take-Ons | Att,possession_Take-Ons | Succ%,possession_Take-Ons | Tkld%,possession_Carries | Carries,possession_Carries | PrgDist,possession_Carries | PrgC,possession_Carries | 1/3,possession_Carries | CPA,possession_Carries | Mis,possession_Carries | Dis,possession_Receiving | Rec,possession_Receiving | PrgR,misc_Performance | Fls,misc_Performance | Fld,misc_Performance | Off,misc_Performance | Crs,misc_Performance | Recov,misc_Aerial Duels | Won,misc_Aerial Duels | Lost,misc_Aerial Duels | Won%
João Pedro,br BRA,"FW,MF",Brighton,23.0,2001.0,27.0,23.0,1948.0,10.0,6.0,4.0,1.0,8.9,5.0,66.0,78.0,128.0,0.46,0.28,0.41,0.23,0.0,0.0,0.0,0.0,35.7,0.69,0.12,17.2,482.0,72.9,6847.0,78.7,75.1,65.9,30.0,42.0,36.0,5.0,78.0,72.0,3.32,9.0,0.42,16.0,12.0,11.0,7.0,12.0,0.0,12.0,9.0,940.0,12.0,60.0,387.0,508.0,122.0,86.0,33.7,54.7,616.0,1821.0,66.0,39.0,30.0,72.0,38.0,732.0,128.0,26.0,46.0,2.0,22.0,59.0,41.0,43.0,48.8
Joël Veltman,nl NED,DF,Brighton,33.0,1992.0,19.0,19.0,1643.0,0.0,0.0,4.0,0.0,0.5,0.5,29.0,79.0,32.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,16.7,0.05,0.0,19.7,716.0,80.0,12082.0,89.8,80.6,63.3,6.0,61.0,8.0,5.0,79.0,22.0,1.21,1.0,0.05,42.0,28.0,51.0,21.0,22.0,7.0,15.0,18.0,1097.0,64.0,327.0,540.0,240.0,10.0,15.0,26.7,33.3,524.0,1414.0,29.0,22.0,3.0,19.0,7.0,598.0,32.0,26.0,42.0,0.0,23.0,67.0,21.0,18.0,53.8
Joško Gvardiol,hr CRO,DF,Manchester City,23.0,2002.0,33.0,32.0,2917.0,5.0,0.0,2.0,0.0,4.4,2.0,78.0,240.0,96.0,0.15,0.0,0.13,0.06,0.0,0.0,0.0,0.0,29.7,0.34,0.14,13.0,2240.0,90.9,36418.0,94.3,93.1,67.9,25.0,225.0,19.0,1.0,240.0,69.0,2.13,7.0,0.22,51.0,34.0,37.0,18.0,39.0,19.0,20.0,36.0,2808.0,141.0,703.0,1412.0,716.0,85.0,40.0,57.5,35.0,1826.0,5505.0,78.0,91.0,13.0,24.0,16.0,2062.0,96.0,13.0,21.0,2.0,19.0,130.0,48.0,33.0,59.3
Julian Araujo,mx MEX,DF,Bournemouth,23.0,2001.0,9.0,5.0,362.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,14.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.104956896551727,0.0,0.0724353448275862,15.432112068965518,143.0,79.0,2451.0,89.5,84.4,40.9,0.0,15.0,1.0,0.0,14.0,4.0,0.99,0.0,0.0,7.0,3.0,10.0,6.0,3.0,0.0,3.0,4.0,216.0,15.0,71.0,105.0,45.0,2.0,0.0,46.58571428571428,42.44353741496598,96.0,195.0,3.0,1.0,0.0,4.0,2.0,114.0,18.0,4.0,1.0,0.0,5.0,26.0,2.0,6.0,25.0
Julio Enciso,py PAR,"FW,MF",Ipswich Town,21.0,2004.0,10.0,9.0,620.0,1.0,3.0,3.0,0.0,1.2,1.2,13.0,22.0,30.0,0.15,0.44,0.17,0.18,0.0,0.0,0.0,0.0,35.0,1.02,0.05,22.7,135.0,70.3,2153.0,76.2,76.1,50.0,9.0,13.0,7.0,1.0,22.0,21.0,3.05,3.0,0.44,11.0,8.0,9.0,5.0,2.0,0.0,2.0,1.0,297.0,3.0,40.0,153.0,114.0,12.0,42.0,50.0,42.9,147.0,530.0,13.0,14.0,4.0,15.0,24.0,192.0,30.0,7.0,12.0,0.0,11.0,34.0,7.0,16.0,30.4
Jurriën Timber,nl NED,DF,Arsenal,23.0,2001.0,30.0,27.0,2417.0,1.0,3.0,7.0,0.0,1.2,0.8,57.0,146.0,104.0,0.04,0.11,0.05,0.03,0.0,0.0,0.0,0.0,28.6,0.15,0.07,14.1,1194.0,85.6,17327.0,91.0,86.0,52.9,17.0,107.0,17.0,2.0,146.0,52.0,1.94,9.0,0.34,58.0,38.0,27.0,9.0,19.0,4.0,15.0,22.0,1661.0,51.0,304.0,859.0,505.0,66.0,53.0,45.3,45.3,890.0,2076.0,57.0,27.0,11.0,33.0,24.0,1052.0,104.0,31.0,29.0,6.0,28.0,94.0,22.0,20.0,52.4
Justin Devenny,nir NIR,MF,Crystal Palace,21.0,2003.0,20.0,4.0,429.0,1.0,0.0,1.0,0.0,0.7,0.4,4.0,16.0,12.0,0.21,0.0,0.14,0.09,0.0,0.0,0.0,0.0,50.0,0.84,0.13,21.2,120.0,70.6,1883.0,80.5,69.0,38.1,6.0,15.0,4.0,1.0,16.0,11.0,2.3,0.0,0.0,14.0,9.0,14.0,7.0,3.0,0.0,3.0,0.0,232.0,7.0,42.0,115.0,80.0,7.0,4.0,50.0,50.0,109.0,274.0,4.0,5.0,1.0,16.0,2.0,140.0,12.0,7.0,0.0,1.0,17.0,21.0,2.0,13.0,13.3
Justin Kluivert,nl NED,"MF,FW",Bournemouth,25.0,1999.0,30.0,26.0,2097.0,12.0,6.0,8.0,0.0,9.9,4.8,72.0,95.0,146.0,0.52,0.26,0.42,0.21,0.0,0.0,0.0,0.0,43.1,0.94,0.12,20.3,516.0,74.2,7951.0,83.4,76.1,54.4,45.0,40.0,32.0,6.0,95.0,94.0,4.03,11.0,0.47,21.0,9.0,20.0,16.0,24.0,0.0,24.0,13.0,969.0,23.0,93.0,327.0,569.0,115.0,82.0,40.2,47.6,576.0,2092.0,72.0,50.0,34.0,49.0,24.0,631.0,146.0,40.0,29.0,5.0,78.0,71.0,7.0,25.0,21.9
Jáder Durán,co COL,FW,Aston Villa,21.0,2003.0,20.0,4.0,638.0,7.0,0.0,3.0,1.0,4.9,0.2,7.0,13.0,44.0,0.99,0.0,0.69,0.03,0.0,0.0,0.0,0.0,48.4,2.12,0.23,15.6,115.0,70.6,1558.0,81.0,68.0,45.5,4.0,10.0,1.0,0.0,13.0,18.0,2.54,1.0,0.14,8.0,7.0,4.0,3.0,5.0,0.0,5.0,0.0,263.0,13.0,36.0,110.0,122.0,47.0,14.0,21.4,64.3,133.0,267.0,7.0,7.0,2.0,16.0,15.0,192.0,44.0,14.0,15.0,5.0,3.0,19.0,19.0,19.0,50.0
Jørgen Strand Larsen,no NOR,FW,Wolves,25.0,2000.0,32.0,29.0,2463.0,13.0,2.0,4.0,0.0,10.0,2.4,16.0,28.0,106.0,0.48,0.07,0.37,0.09,0.0,0.0,0.0,0.0,60.4,1.17,0.25,11.4,272.0,63.1,3547.0,70.5,63.2,70.0,19.0,18.0,4.0,1.0,28.0,40.0,1.46,5.0,0.18,9.0,6.0,27.0,23.0,18.0,4.0,14.0,5.0,695.0,34.0,83.0,329.0,284.0,104.0,17.0,41.2,58.8,328.0,446.0,16.0,13.0,9.0,88.0,32.0,507.0,106.0,46.0,18.0,14.0,6.0,42.0,66.0,96.0,40.7
Kai Havertz,de GER,"FW,MF",Arsenal,25.0,1999.0,21.0,21.0,1839.0,9.0,3.0,4.0,0.0,9.4,2.4,34.0,59.0,110.0,0.44,0.15,0.46,0.12,0.0,0.0,0.0,0.0,40.4,1.03,0.17,11.7,401.0,78.5,4833.0,84.1,82.5,45.5,16.0,26.0,8.0,1.0,59.0,41.0,2.01,3.0,0.15,16.0,9.0,15.0,11.0,22.0,4.0,18.0,6.0,768.0,31.0,88.0,282.0,403.0,103.0,38.0,23.7,63.2,411.0,922.0,34.0,23.0,18.0,42.0,22.0,575.0,110.0,36.0,21.0,14.0,11.0,39.0,62.0,73.0,45.9
Kalvin Phillips,eng ENG,MF,Ipswich Town,29.0,1995.0,18.0,14.0,1214.0,0.0,0.0,6.0,1.0,0.4,0.2,4.0,49.0,4.0,0.0,0.0,0.03,0.02,0.0,0.0,0.0,0.0,20.0,0.15,0.0,24.2,426.0,79.3,8392.0,82.9,86.6,62.1,5.0,48.0,6.0,1.0,49.0,17.0,1.26,3.0,0.22,34.0,19.0,38.0,23.0,35.0,6.0,29.0,19.0,722.0,60.0,220.0,388.0,118.0,4.0,12.0,41.7,50.0,302.0,541.0,4.0,5.0,0.0,24.0,10.0,383.0,4.0,28.0,19.0,0.0,18.0,68.0,7.0,21.0,25.0
Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,23.0,2002.0,22.0,13.0,1122.0,1.0,1.0,1.0,0.0,1.3,0.7,56.0,25.0,72.0,0.08,0.08,0.11,0.06,0.0,0.0,0.0,0.0,32.0,0.64,0.04,18.5,235.0,79.1,3417.0,89.7,81.6,42.3,9.0,6.0,11.0,6.0,25.0,27.0,2.17,3.0,0.24,16.0,14.0,13.0,5.0,9.0,0.0,9.0,6.0,483.0,13.0,64.0,178.0,259.0,48.0,91.0,36.3,54.9,313.0,1369.0,56.0,34.0,23.0,37.0,22.0,338.0,72.0,18.0,10.0,2.0,24.0,51.0,8.0,20.0,28.6
Kaoru Mitoma,jp JPN,"FW,MF",Brighton,27.0,1997.0,33.0,28.0,2521.0,9.0,3.0,1.0,0.0,8.8,4.4,138.0,82.0,277.0,0.32,0.11,0.31,0.16,0.0,0.0,0.0,0.0,46.3,0.89,0.17,13.9,701.0,75.3,9130.0,86.9,70.5,44.0,35.0,34.0,32.0,8.0,82.0,83.0,2.96,8.0,0.29,43.0,26.0,46.0,28.0,46.0,3.0,43.0,13.0,1300.0,15.0,149.0,445.0,734.0,156.0,127.0,38.6,57.5,786.0,3663.0,138.0,76.0,55.0,49.0,22.0,911.0,277.0,39.0,23.0,5.0,72.0,92.0,24.0,27.0,47.1
Kasey McAteer,ie IRL,"FW,MF",Leicester City,23.0,2001.0,14.0,5.0,529.0,0.0,1.0,2.0,0.0,0.6,0.5,14.0,10.0,48.0,0.0,0.17,0.1,0.08,0.0,0.0,0.0,0.0,37.5,0.51,0.0,16.7,126.0,70.4,1750.0,84.0,71.4,55.6,6.0,6.0,6.0,2.0,10.0,16.0,2.72,2.0,0.34,12.0,9.0,19.0,12.0,12.0,1.0,11.0,3.0,257.0,16.0,49.0,100.0,114.0,19.0,16.0,12.5,62.5,157.0,433.0,14.0,9.0,7.0,11.0,7.0,174.0,48.0,14.0,13.0,2.0,14.0,30.0,10.0,15.0,40.0
Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,24.0,2001.0,33.0,31.0,2714.0,1.0,3.0,5.0,0.0,2.6,3.0,92.0,88.0,143.0,0.03,0.1,0.08,0.1,0.0,0.0,0.0,0.0,51.9,0.46,0.04,20.5,858.0,77.2,14139.0,89.4,79.0,49.7,22.0,56.0,40.0,14.0,88.0,65.0,2.16,8.0,0.27,44.0,26.0,42.0,16.0,24.0,9.0,15.0,19.0,1414.0,93.0,430.0,542.0,460.0,69.0,94.0,40.4,50.0,747.0,2921.0,92.0,61.0,34.0,42.0,18.0,835.0,143.0,14.0,27.0,4.0,67.0,131.0,26.0,33.0,44.1
Kenny Tete,nl NED,DF,Fulham,29.0,1995.0,18.0,17.0,1438.0,0.0,2.0,3.0,0.0,1.2,0.9,33.0,46.0,45.0,0.0,0.13,0.08,0.05,0.0,0.0,0.0,0.0,9.1,0.13,0.0,16.1,645.0,81.2,10261.0,91.7,80.0,60.2,7.0,56.0,7.0,5.0,46.0,30.0,1.88,3.0,0.19,49.0,34.0,32.0,12.0,20.0,6.0,14.0,28.0,997.0,57.0,320.0,407.0,278.0,32.0,19.0,42.1,31.6,520.0,1210.0,33.0,20.0,7.0,16.0,10.0,575.0,45.0,25.0,14.0,0.0,26.0,61.0,18.0,12.0,60.0
Kepa Arrizabalaga,es ESP,GK,Bournemouth,30.0,1994.0,27.0,27.0,2430.0,0.0,0.0,3.0,0.0,0.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.26,75.4,25.9,0.0,0.0,0.0,0.0,9.7,636.0,71.5,17590.0,98.0,98.2,46.9,1.0,9.0,0.0,0.0,2.0,4.0,0.15,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,945.0,695.0,918.0,26.0,1.0,1.0,1.0,100.0,0.0,534.0,1529.0,0.0,0.0,0.0,0.0,0.0,413.0,0.0,2.0,5.0,0.0,0.0,48.0,7.0,1.0,87.5
Kevin Danso,at AUT,DF,Tottenham,26.0,1998.0,6.0,5.0,482.0,0.0,0.0,0.0,0.0,0.4,0.1,10.0,17.0,1.0,0.0,0.0,0.07,0.01,0.0,0.0,0.0,0.0,33.3,0.37,0.0,17.5,342.0,88.4,6292.0,90.4,93.2,54.1,2.0,22.0,2.0,1.0,17.0,7.0,1.31,2.0,0.37,5.0,4.0,6.0,2.0,6.0,6.0,0.0,2.0,453.0,55.0,241.0,190.0,24.0,7.0,2.0,50.0,50.0,320.0,903.0,10.0,4.0,0.0,7.0,1.0,334.0,1.0,6.0,7.0,0.0,1.0,21.0,12.0,8.0,60.0
Kevin De Bruyne,be BEL,"MF,FW",Manchester City,33.0,1991.0,24.0,16.0,1455.0,3.0,7.0,2.0,0.0,3.4,7.6,47.0,128.0,132.0,0.19,0.43,0.21,0.47,0.0,0.0,0.0,0.0,27.1,0.8,0.06,21.9,756.0,75.6,12912.0,85.1,76.7,58.1,51.0,75.0,48.0,10.0,128.0,101.0,6.24,11.0,0.68,15.0,8.0,21.0,17.0,8.0,0.0,8.0,7.0,1153.0,10.0,70.0,391.0,702.0,66.0,30.0,40.0,46.7,677.0,1825.0,47.0,43.0,18.0,24.0,25.0,862.0,132.0,14.0,16.0,5.0,115.0,53.0,4.0,14.0,22.2
Kevin Schade,de GER,FW,Brentford,23.0,2001.0,33.0,21.0,1931.0,7.0,2.0,3.0,0.0,6.2,3.3,54.0,32.0,139.0,0.33,0.09,0.29,0.16,0.0,0.0,0.0,0.0,42.2,0.89,0.16,11.9,279.0,58.7,4339.0,69.2,60.1,41.5,19.0,29.0,9.0,3.0,32.0,46.0,2.15,8.0,0.37,34.0,23.0,20.0,8.0,14.0,2.0,12.0,5.0,757.0,37.0,124.0,209.0,439.0,121.0,75.0,34.7,57.3,382.0,1236.0,54.0,26.0,33.0,48.0,33.0,468.0,139.0,19.0,31.0,13.0,36.0,71.0,75.0,62.0,54.7
Kieran Tierney,sct SCO,"DF,FW",Arsenal,27.0,1997.0,10.0,1.0,181.0,0.0,0.0,0.0,0.0,0.2,0.9,5.0,12.0,22.0,0.0,0.0,0.1,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,96.0,82.1,1508.0,94.5,78.3,54.5,7.0,7.0,5.0,2.0,12.0,8.0,3.98,0.0,0.0,5.0,4.0,5.0,2.0,0.0,0.0,0.0,2.0,133.0,4.0,20.0,46.0,67.0,4.0,3.0,33.3,33.3,58.0,125.0,5.0,3.0,1.0,1.0,0.0,90.0,22.0,0.0,2.0,2.0,10.0,3.0,3.0,5.0,37.5
Kieran Trippier,eng ENG,DF,Newcastle Utd,34.0,1990.0,23.0,13.0,1192.0,0.0,3.0,1.0,0.0,0.1,1.3,25.0,106.0,52.0,0.0,0.23,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,942.0,82.1,16029.0,94.1,85.4,47.8,19.0,65.0,17.0,2.0,106.0,49.0,3.7,6.0,0.45,36.0,19.0,34.0,13.0,9.0,3.0,6.0,11.0,1267.0,45.0,354.0,550.0,371.0,12.0,7.0,57.1,42.9,562.0,1139.0,25.0,13.0,4.0,11.0,7.0,780.0,52.0,16.0,10.0,2.0,74.0,61.0,19.0,14.0,57.6
Kiernan Dewsbury-Hall,eng ENG,"MF,FW",Chelsea,26.0,1998.0,12.0,2.0,259.0,0.0,1.0,0.0,0.0,0.2,1.1,5.0,14.0,11.0,0.0,0.35,0.08,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,127.0,83.6,1898.0,91.5,83.9,50.0,3.0,12.0,3.0,0.0,14.0,5.0,1.73,1.0,0.35,8.0,5.0,6.0,2.0,2.0,0.0,2.0,1.0,181.0,4.0,28.0,95.0,58.0,6.0,4.0,50.0,50.0,93.0,221.0,5.0,1.0,0.0,1.0,3.0,137.0,11.0,4.0,6.0,0.0,2.0,9.0,0.0,1.0,0.0
Kobbie Mainoo,eng ENG,MF,Manchester Utd,20.0,2005.0,21.0,17.0,1416.0,0.0,0.0,5.0,0.0,0.6,1.6,21.0,56.0,38.0,0.0,0.0,0.04,0.1,0.0,0.0,0.0,0.0,15.4,0.13,0.0,20.8,627.0,86.1,8304.0,91.9,87.7,71.8,14.0,45.0,9.0,0.0,56.0,29.0,1.84,1.0,0.06,39.0,24.0,34.0,13.0,16.0,2.0,14.0,19.0,924.0,19.0,175.0,523.0,235.0,32.0,46.0,50.0,45.7,568.0,1089.0,21.0,14.0,10.0,30.0,32.0,656.0,38.0,26.0,19.0,2.0,4.0,77.0,18.0,27.0,40.0
Konstantinos Mavropanos,gr GRE,DF,West Ham,27.0,1997.0,30.0,20.0,1944.0,0.0,0.0,6.0,1.0,1.5,0.5,16.0,60.0,2.0,0.0,0.0,0.07,0.02,0.0,0.0,0.0,0.0,27.8,0.23,0.0,14.8,1010.0,85.9,19926.0,91.2,92.3,58.4,5.0,60.0,4.0,1.0,60.0,16.0,0.74,0.0,0.0,32.0,22.0,25.0,11.0,23.0,17.0,6.0,38.0,1428.0,221.0,743.0,631.0,62.0,24.0,17.0,52.9,29.4,792.0,2123.0,16.0,10.0,1.0,12.0,0.0,934.0,2.0,17.0,14.0,3.0,2.0,67.0,56.0,24.0,70.0
Kosta Nedeljković,rs SRB,DF,Aston Villa,19.0,2005.0,5.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.104956896551727,0.0,0.0724353448275862,15.432112068965518,47.0,88.7,853.0,95.7,84.0,80.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,5.0,3.0,1.0,1.0,0.0,1.0,0.0,66.0,4.0,15.0,32.0,19.0,0.0,2.0,50.0,50.0,27.0,33.0,1.0,0.0,0.0,1.0,0.0,32.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0
Kostas Tsimikas,gr GRE,DF,Liverpool,28.0,1996.0,16.0,7.0,666.0,0.0,1.0,2.0,0.0,0.4,1.8,15.0,67.0,38.0,0.0,0.14,0.05,0.25,0.0,0.0,0.0,0.0,50.0,0.27,0.0,16.1,447.0,83.7,7676.0,94.3,88.3,51.2,11.0,39.0,9.0,3.0,67.0,23.0,3.1,2.0,0.27,27.0,17.0,19.0,6.0,5.0,2.0,3.0,10.0,607.0,24.0,136.0,280.0,195.0,11.0,8.0,50.0,25.0,298.0,671.0,15.0,5.0,2.0,4.0,4.0,382.0,38.0,9.0,6.0,1.0,53.0,26.0,5.0,6.0,45.5
Kristoffer Ajer,no NOR,DF,Brentford,27.0,1998.0,20.0,17.0,1388.0,0.0,0.0,4.0,0.0,0.8,1.2,27.0,52.0,42.0,0.0,0.0,0.05,0.08,0.0,0.0,0.0,0.0,37.5,0.19,0.0,10.2,482.0,78.2,7521.0,86.8,79.7,49.1,8.0,41.0,7.0,4.0,52.0,18.0,1.17,2.0,0.13,24.0,16.0,26.0,12.0,17.0,4.0,13.0,12.0,762.0,51.0,255.0,355.0,158.0,35.0,16.0,43.8,50.0,373.0,1164.0,27.0,11.0,2.0,15.0,12.0,475.0,42.0,11.0,6.0,1.0,14.0,41.0,27.0,22.0,55.1
Kyle Walker,eng ENG,DF,Manchester City,34.0,1990.0,15.0,9.0,970.0,0.0,0.0,3.0,0.0,0.1,0.4,12.0,64.0,11.0,0.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,40.0,0.19,0.0,27.7,724.0,87.7,11928.0,94.6,91.3,51.2,7.0,63.0,7.0,4.0,64.0,17.0,1.58,0.0,0.0,17.0,10.0,26.0,12.0,13.0,4.0,9.0,3.0,892.0,26.0,197.0,473.0,228.0,5.0,6.0,50.0,33.3,499.0,1106.0,12.0,13.0,0.0,9.0,2.0,630.0,11.0,6.0,5.0,1.0,14.0,46.0,9.0,7.0,56.3
Kyle Walker-Peters,eng ENG,DF,Southampton,28.0,1997.0,32.0,32.0,2828.0,0.0,2.0,5.0,0.0,0.8,2.7,112.0,134.0,139.0,0.0,0.06,0.03,0.09,0.0,0.0,0.0,0.0,30.0,0.19,0.0,18.3,1450.0,88.0,21806.0,93.8,89.7,60.4,23.0,117.0,29.0,4.0,134.0,62.0,1.97,7.0,0.22,43.0,28.0,34.0,18.0,25.0,14.0,11.0,18.0,1970.0,149.0,603.0,854.0,529.0,58.0,90.0,41.1,43.3,1228.0,4264.0,112.0,69.0,23.0,32.0,38.0,1391.0,139.0,28.0,49.0,2.0,51.0,130.0,11.0,21.0,34.4
Lamare Bogarde,nl NED,"DF,MF",Aston Villa,21.0,2004.0,8.0,5.0,476.0,0.0,0.0,2.0,0.0,0.0,0.1,12.0,14.0,9.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,100.0,0.19,0.0,20.2,240.0,88.2,3682.0,92.8,92.2,33.3,2.0,24.0,1.0,0.0,14.0,10.0,1.89,1.0,0.19,14.0,6.0,16.0,6.0,5.0,3.0,2.0,1.0,325.0,16.0,95.0,191.0,40.0,4.0,4.0,50.0,25.0,173.0,599.0,12.0,6.0,1.0,6.0,8.0,212.0,9.0,8.0,11.0,0.0,0.0,13.0,6.0,6.0,50.0
Leandro Trossard,be BEL,FW,Arsenal,30.0,1994.0,34.0,25.0,2264.0,8.0,5.0,4.0,1.0,6.6,5.1,71.0,91.0,202.0,0.32,0.2,0.26,0.2,0.0,0.0,0.0,0.0,30.3,0.8,0.12,16.0,616.0,73.6,10098.0,84.8,76.0,51.2,36.0,40.0,41.0,9.0,91.0,78.0,3.1,6.0,0.24,25.0,16.0,31.0,22.0,28.0,0.0,28.0,9.0,1118.0,15.0,117.0,350.0,667.0,137.0,70.0,41.4,44.3,710.0,1879.0,71.0,47.0,27.0,53.0,42.0,836.0,202.0,24.0,41.0,5.0,78.0,90.0,6.0,21.0,22.2
Leif Davis,eng ENG,DF,Ipswich Town,25.0,2000.0,31.0,30.0,2563.0,1.0,2.0,5.0,1.0,0.9,4.3,48.0,55.0,117.0,0.04,0.07,0.03,0.15,0.0,0.0,0.0,0.0,14.3,0.07,0.07,20.4,854.0,71.5,14708.0,86.0,77.4,37.3,54.0,30.0,26.0,11.0,55.0,85.0,2.98,4.0,0.14,45.0,26.0,46.0,17.0,24.0,8.0,16.0,25.0,1459.0,115.0,517.0,484.0,477.0,36.0,37.0,35.1,45.9,659.0,1940.0,48.0,27.0,10.0,36.0,14.0,770.0,117.0,25.0,30.0,3.0,148.0,111.0,33.0,22.0,60.0
Leny Yoro,fr FRA,DF,Manchester Utd,19.0,2005.0,19.0,11.0,1069.0,0.0,0.0,5.0,0.0,0.7,0.0,19.0,48.0,4.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,20.0,0.08,0.0,8.6,642.0,92.2,10301.0,95.5,93.9,65.0,1.0,43.0,4.0,1.0,48.0,7.0,0.59,0.0,0.0,25.0,10.0,17.0,6.0,5.0,3.0,2.0,17.0,814.0,80.0,378.0,377.0,61.0,13.0,3.0,33.3,66.7,553.0,1557.0,19.0,11.0,1.0,3.0,2.0,588.0,4.0,9.0,2.0,1.0,1.0,41.0,16.0,15.0,51.6
Leon Bailey,jm JAM,"FW,MF",Aston Villa,27.0,1997.0,23.0,14.0,1138.0,1.0,2.0,3.0,0.0,1.7,1.5,57.0,35.0,121.0,0.08,0.16,0.14,0.12,0.0,0.0,0.0,0.0,21.4,0.47,0.04,17.3,273.0,70.7,4275.0,81.4,81.1,47.4,16.0,16.0,20.0,2.0,35.0,38.0,3.01,4.0,0.32,6.0,4.0,10.0,8.0,6.0,0.0,6.0,3.0,539.0,18.0,76.0,155.0,318.0,69.0,57.0,38.6,42.1,344.0,1334.0,57.0,22.0,33.0,35.0,25.0,386.0,121.0,12.0,18.0,3.0,34.0,59.0,6.0,9.0,40.0
Lesley Ugochukwu,fr FRA,MF,Southampton,21.0,2004.0,23.0,15.0,1447.0,1.0,1.0,5.0,0.0,0.8,1.0,27.0,48.0,20.0,0.06,0.06,0.05,0.06,0.0,0.0,0.0,0.0,11.1,0.06,0.11,18.4,536.0,84.5,8330.0,87.5,91.9,57.1,14.0,50.0,6.0,1.0,48.0,23.0,1.43,1.0,0.06,46.0,22.0,32.0,15.0,25.0,9.0,16.0,12.0,793.0,45.0,191.0,446.0,162.0,23.0,26.0,69.2,26.9,431.0,1122.0,27.0,14.0,6.0,12.0,10.0,538.0,20.0,26.0,14.0,0.0,6.0,59.0,18.0,17.0,51.4
Levi Colwill,eng ENG,DF,Chelsea,22.0,2003.0,31.0,31.0,2789.0,1.0,1.0,8.0,0.0,1.3,1.1,13.0,124.0,11.0,0.03,0.03,0.04,0.04,0.0,0.0,0.0,0.0,18.8,0.1,0.06,9.9,2167.0,89.6,39487.0,92.7,95.3,57.7,14.0,144.0,7.0,3.0,124.0,37.0,1.19,3.0,0.1,40.0,28.0,25.0,9.0,34.0,24.0,10.0,31.0,2669.0,330.0,1241.0,1310.0,128.0,35.0,10.0,60.0,40.0,1526.0,3857.0,13.0,11.0,1.0,13.0,8.0,1964.0,11.0,42.0,18.0,4.0,13.0,108.0,76.0,51.0,59.8
Lewis Cook,eng ENG,"MF,DF",Bournemouth,28.0,1997.0,33.0,29.0,2726.0,1.0,3.0,8.0,0.0,0.9,4.1,33.0,152.0,48.0,0.03,0.1,0.03,0.14,0.0,0.0,0.0,0.0,28.6,0.13,0.07,23.4,1131.0,76.5,19703.0,84.6,84.8,45.4,47.0,149.0,25.0,10.0,152.0,86.0,2.84,5.0,0.17,77.0,41.0,65.0,30.0,28.0,10.0,18.0,40.0,1776.0,82.0,416.0,930.0,449.0,19.0,17.0,58.8,41.2,779.0,2102.0,33.0,28.0,4.0,29.0,16.0,888.0,48.0,46.0,10.0,3.0,126.0,178.0,40.0,34.0,54.1
